Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series D - Blacklane,https://www.crunchbase.com/funding_round/blacklane-series-d--e2fcafd2,Blacklane,https://www.crunchbase.com/organization/blacklane,Series D,"Berlin, Berlin, Germany, Europe",40000000,USD,40000000,2018-01-24,Late Stage Venture,,,,Yes,Blacklane is a professional chauffeur service that connects users to drivers through their mobile app.,"Apps, Hospitality, Mobile Apps, Professional Services, Tourism, Transportation, Travel",,http://www.blacklane.com,$1M to $10M,203447599,USD,203447599,Late Stage Venture,12,Al Fahim Group,"Al Fahim Group, b2venture, Mercedes-Benz Group AG",3,1,"367,763"
Seed Round - Phase,https://www.crunchbase.com/funding_round/phase-d6fe-seed--847af248,Phase,https://www.crunchbase.com/organization/phase-d6fe,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-04-01,Seed,,,,Yes,"Phase is a visual and intuitive digital design tool, reworked for the new age.","Product Design, Web Design",,https://phase.com,,750000,EUR,907612,,5,SquareOne Venture Capital,SquareOne Venture Capital,1,1,"669,625"
Venture Round - rent24,https://www.crunchbase.com/funding_round/rent24-gmbh-series-unknown--ea474ef2,rent24,https://www.crunchbase.com/organization/rent24-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",38000000,EUR,45640931,2018-01-01,,,,,Yes,"rent24 is a global network for innovators, enablers and enterprises of all sizes.","Coworking, Events, Freelance, Professional Networking, Professional Services, Real Estate",,https://www.rent24.com/en/,,102600000,EUR,117625964,,5,,,,,"670,138"
Series A - Mimi Hearing Technologies,https://www.crunchbase.com/funding_round/mimi-hearing-technologies-series-a--f919fe2e,Mimi Hearing Technologies,https://www.crunchbase.com/organization/mimi-hearing-technologies,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-03-20,Early Stage Venture,,,,Yes,Mimi develops and licenses sound personalization technology to be integrated to all consumer electronic devices,"Consumer Electronics, Health Care, Medical Device",,http://www.mimi.io,$10M to $50M,25000000,USD,25000000,Early Stage Venture,4,,"Gotham Gal Ventures, Heartbeat Labs",2,,"670,203"
Angel Round - Advanced Blockchain,https://www.crunchbase.com/funding_round/advanced-blockchain-angel--43d85439,Advanced Blockchain,https://www.crunchbase.com/organization/advanced-blockchain,Angel,"Berlin, Berlin, Germany, Europe",,,,2018-04-01,Seed,,,,Yes,We invest in early stage companies and help them grow by providing technical and operational resources to support them.,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Finance, Information Technology, Internet, Software, Venture Capital",,https://www.advancedblockchain.com,$1M to $10M,,,,Early Stage Venture,4,,,,,"369,456"
Venture Round - Pamono,https://www.crunchbase.com/funding_round/pamono-series-unknown--95a9d629,Pamono,https://www.crunchbase.com/organization/pamono,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",7500000,EUR,8842129,2018-05-17,,,,,Yes,Pamono is a marketplace for distinctive vintage and contemporary design furniture.,"Furniture, Home Decor, Product Design",,https://www.pamono.com/,$1M to $10M,7500000,EUR,8842129,M&A,3,Bonnier Ventures,"Atlantic Labs, Bonnier Ventures, DN Capital, HV Capital",4,1,"369,838"
Venture Round - Deutsche Fintech Solutions GmbH,https://www.crunchbase.com/funding_round/deutsche-fintech-solutions-gmbh-series-unknown--2bfa56d0,Deutsche Fintech Solutions GmbH,https://www.crunchbase.com/organization/deutsche-fintech-solutions-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-04-01,,,,,Yes,SaaS hybrid financial consulting,"Financial Services, FinTech, SaaS",,https://www.deutschefintechsolutions.de,$1M to $10M,,,,,3,,"Deutsche Vermögensberatung AG, finleap",2,,"670,442"
Series C - Blinkist,https://www.crunchbase.com/funding_round/blinkist-series-c--4bffe0f2,Blinkist,https://www.crunchbase.com/organization/blinkist,Series C,"Berlin, Berlin, Germany, Europe",18800000,USD,18800000,2018-06-20,Late Stage Venture,,,,Yes,Blinkist offers an app that allows its users to read the most important insights from non-fiction books in 15 minutes.,"Books, Education, Mobile Apps, Reading Apps",,https://blinkist.com,$10M to $50M,34771978,USD,34771978,M&A,5,Insight Partners,"Greycroft, Headline, IBB Ventures, Insight Partners, Ulf Stahrenberg",5,4,"670,562"
Venture Round - ALLVR,https://www.crunchbase.com/funding_round/allvr-series-unknown--63536eed,ALLVR,https://www.crunchbase.com/organization/allvr,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-06-01,,,,,Yes,ALLVR develops a cloud-based business platform for visualization and communication based on Virtual Reality technologies for the industrial.,"3D Technology, Architecture, Software, Virtual Reality",,http://www.allvr.de/,,,,,,1,,blackprint,1,,"670,694"
Secondary Market - AUTO1 Group,https://www.crunchbase.com/funding_round/auto1-group-secondary-market--ade10cc3,AUTO1 Group,https://www.crunchbase.com/organization/auto1-group,Secondary Market,"Berlin, Berlin, Germany, Europe",,,,2018-04-09,,,,,No,AUTO1 Group is an online automotive platform that aims to connect buyers and sellers of cars throughout Europe.,"Automotive, Internet, Marketplace",,http://www.auto1-group.com,$1B to $10B,1387053390,USD,1387053390,IPO,12,,G Squared,1,,"671,061"
Seed Round - Spomoco,https://www.crunchbase.com/funding_round/spomoco-számítástechnikai-és-szolgáltató-kft-seed--f387c655,Spomoco,https://www.crunchbase.com/organization/spomoco-számítástechnikai-és-szolgáltató-kft,Seed,"Berlin, Berlin, Germany, Europe",310000,EUR,358437,2018-06-27,Seed,,,,Yes,Spomoco is a booking and management app for recreational sport instructors.,"Apps, Software",,http://spomoco.com,,535142,USD,535142,Seed,3,,Hiventures,1,,"371,496"
Seed Round - PlusDental,https://www.crunchbase.com/funding_round/sunshine-smile-seed--55d846e2,PlusDental,https://www.crunchbase.com/organization/sunshine-smile,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,PlusDental is a Berlin-based Health-Tech Startup in the area of digital dentistry.,"Dental, Health Care",,https://plusdental.de/,$1M to $10M,77000000,EUR,88038178,M&A,7,Saarbruecker 21,"Roman Kirsch, Saarbruecker 21, Sebastian Pollok",3,,"381,688"
Seed Round - wevest,https://www.crunchbase.com/funding_round/wevest-digital-ag-seed--f4ef8e5f,wevest,https://www.crunchbase.com/organization/wevest-digital-ag,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-06-01,Seed,,,,Yes,"wevest is a digital Platform for Wealth Management, Corporate Transactions & Asset Tokenization.","Blockchain, Financial Services, FinTech, Personal Finance",,https://wevest.de/,Less than $1M,,,,M&A,1,Comvest Holding,Comvest Holding,1,,"382,404"
Series E - Movinga,https://www.crunchbase.com/funding_round/movinga-series-e--21eae21e,Movinga,https://www.crunchbase.com/organization/movinga,Series E,"Berlin, Berlin, Germany, Europe",15000000,EUR,17103743,2018-11-22,Late Stage Venture,,,,Yes,Movinga is an online relocation service provider company.,"Internet, Logistics, Service Industry, Small and Medium Businesses, Supply Chain Management",,https://www.movinga.com,$1M to $10M,92806265,USD,92806265,M&A,6,ETF Partners,"Claret Capital Partners, Earlybird Venture Capital, ETF Partners, Rocket Internet, Santo Venture Capital",5,1,"382,601"
Seed Round - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-seed--8e411f37,Ultimate,https://www.crunchbase.com/organization/ultimate-ai,Seed,"Berlin, Berlin, Germany, Europe",1300000,USD,1300000,2018-09-18,Seed,,,,Yes,Ultimate is a virtual agent platform that offers customer service automation.,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",,https://www.ultimate.ai/,$10M to $50M,27400545,USD,27400545,M&A,7,"HV Capital, Maki.vc","HV Capital, Maki.vc",2,1,"674,599"
Series A - SPRT APP,https://www.crunchbase.com/funding_round/sprt-series-a--a912687e,SPRT APP,https://www.crunchbase.com/organization/sprt,Series A,"Berlin, Berlin, Germany, Europe",1000000,EUR,1222099,2018-01-20,Early Stage Venture,,,,Yes,SPRT is a sports app that connects athletes of any level.,"Social Network, Sports",,http://www.sprt-app.com,Less than $1M,1000000,EUR,1222099,Early Stage Venture,1,,,,,"674,712"
Seed Round - alphin,https://www.crunchbase.com/funding_round/freachly-gmbh-seed--533f4833,alphin,https://www.crunchbase.com/organization/freachly-gmbh,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-06-26,Seed,,,,Yes,Digital platform for local business to manage their customer lifecycles.,"Advertising, Local Business, Marketing, Retail, SaaS, Software",,http://www.alphin.com,$1M to $10M,6000000,EUR,6094019,,3,HV Capital,"HV Capital, Partech, Saarbruecker 21",3,2,"630,088"
Seed Round - Keyword Hero,https://www.crunchbase.com/funding_round/keyword-hero-seed--5e0e1996,Keyword Hero,https://www.crunchbase.com/organization/keyword-hero,Seed,"Berlin, Berlin, Germany, Europe",100000,USD,100000,2018-01-24,Seed,,,,Yes,Keyword Hero provides search engine optimization solutions.,"Analytics, Information Services, Information Technology",,https://keyword-hero.com/,Less than $1M,100000,USD,100000,Seed,2,,SkyDeck Berkeley,1,,"630,135"
Debt Financing - Grover,https://www.crunchbase.com/funding_round/grover-debt-financing--45219d2d,Grover,https://www.crunchbase.com/organization/grover,Debt Financing,"Berlin, Berlin, Germany, Europe",11000000,EUR,12878149,2018-07-30,,,,,No,Grover offers technology subscriptions that enable customers to rent tech products on a monthly basis instead of purchasing them.,"Consumer Electronics, E-Commerce, Rental, Subscription Service",,http://www.grover.com,$500M to $1B,2341459267,USD,2341459267,,19,Varengold Bank,Varengold Bank,1,1,"387,703"
Seed Round - Ucandoo,https://www.crunchbase.com/funding_round/ucandoo-seed--aae8e801,Ucandoo,https://www.crunchbase.com/organization/ucandoo,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-12-21,Seed,,,,Yes,Ucandoo provides e-commerce solutions for car parts and accessories.,"Automotive, E-Commerce, Information Technology, Transportation",,https://www.ucandoo.de/,,,,,Seed,1,bm-t beteiligungsmanagement thuringen,bm-t beteiligungsmanagement thuringen,1,,"676,007"
Venture Round - Treasury Intelligence Solutions,https://www.crunchbase.com/funding_round/treasury-intelligence-solutions-series-unknown--897b1dd7,Treasury Intelligence Solutions,https://www.crunchbase.com/organization/treasury-intelligence-solutions,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-12-24,,,,,Yes,"Treasury Intelligence Solutions is a cloud-based software for payments, cashflow, liquidity, and financial services.","Big Data, Business Intelligence, Cloud Computing, Cloud Management, Cloud Security, Enterprise Software, Information Technology, Payments, SaaS, Software",,http://www.tispayments.com,$10M to $50M,94595660,USD,94595660,M&A,7,,Vintage Investment Partners,1,,"388,027"
Series B - bonify,https://www.crunchbase.com/funding_round/bonify-series-b--4132584c,bonify,https://www.crunchbase.com/organization/bonify,Series B,"Berlin, Berlin, Germany, Europe",,,,2018-11-14,Early Stage Venture,,,,Yes,Bonify is a Fintech startup based in Berlin that offers credit scoring tools and services to its users.,"Credit, Finance, Financial Services, FinTech, Personal Finance",,https://www.bonify.de,$1M to $10M,5500000,EUR,5834949,M&A,4,Mouro Capital,"DN Capital, Mosaic Ventures, Mouro Capital, Ribbit Capital",4,2,"676,720"
Grant - Infarm,https://www.crunchbase.com/funding_round/infarm-grant--6257f9b4,Infarm,https://www.crunchbase.com/organization/infarm,Grant,"Berlin, Berlin, Germany, Europe",2000000,EUR,2489243,2018-02-04,,,,,No,Infarm builds and distributes efficient vertical farms throughout cities.,"Agriculture, AgTech, Farming, Machine Learning",,https://infarm.com,$500M to $1B,604522397,USD,604522397,Late Stage Venture,12,Horizon 2020,Horizon 2020,1,,"676,872"
Corporate Round - simplesurance,https://www.crunchbase.com/funding_round/simplesurance-corporate-round--f70031e0,simplesurance,https://www.crunchbase.com/organization/simplesurance,Corporate Round,"Berlin, Berlin, Germany, Europe",11500000,USD,11500000,2018-10-02,,,,,Yes,Simplesurance creates a platform for simple access to insurance to combine traditional insurance industries with digital business.,"E-Commerce, Financial Services, FinTech, Insurance, InsurTech, Internet",,http://www.simplesurance.com,,78064754,USD,78064754,M&A,10,"ODDO BHF, TMHD","Conny & Co, Dr. Cornelius Boersch, Kai Hansen, ODDO BHF, TMHD",5,,"677,609"
Grant - Adaptant Solutions,https://www.crunchbase.com/funding_round/adaptant-solutions-ag-grant--d9846619,Adaptant Solutions,https://www.crunchbase.com/organization/adaptant-solutions-ag,Grant,"Berlin, Berlin, Germany, Europe",422500,EUR,485516,2018-12-31,,,,,No,"Adaptant is a research-performing software, solutions, and services company dedicated to empowering users over their data.","Apps, Automotive, Autonomous Vehicles, Computer Vision, Consulting, Developer Tools, Privacy, Software",,https://www.adaptant.io,Less than $1M,1502500,EUR,1629160,,2,,Horizon 2020,1,,"392,213"
Series A - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-series-a--b69b5f35,Micropsi Industries,https://www.crunchbase.com/organization/micropsi-industries,Series A,"Berlin, Berlin, Germany, Europe",6080000,USD,6080000,2018-10-30,Early Stage Venture,,,,Yes,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",,http://www.micropsi-industries.com/,Less than $1M,39518075,USD,39518075,Early Stage Venture,7,Project A Ventures,"Business Angels Club Berlin-Brandenburg e.V., coparion, Project A Ventures, Vito Ventures",4,2,"393,270"
Pre Seed Round - Flank,https://www.crunchbase.com/funding_round/legal-os-pre-seed--2d4fd054,Flank,https://www.crunchbase.com/organization/legal-os,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-10-25,Seed,,,,Yes,AI Workforce for Enterprise Governance,"Artificial Intelligence (AI), Information Technology, Legal, Software",,https://getflank.ai,$1M to $10M,8200000,USD,8200000,Seed,5,,,,,"677,871"
Seed Round - Xara,https://www.crunchbase.com/funding_round/xara-seed--f0dfecca,Xara,https://www.crunchbase.com/organization/xara,Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,3512782,2018-07-16,Seed,,,,Yes,"Produce marketing and sales content in minutes. Create, collaborate, and reduce design tasks for more productivity and brand consistency.","Computer, Content, Document Preparation, Software",,https://www.xara.com,$1M to $10M,3000000,EUR,3512782,Seed,1,Bellevue Investments & Co,Bellevue Investments & Co,1,,"393,569"
Seed Round - Influanza,https://www.crunchbase.com/funding_round/influanza-seed--3d983c92,Influanza,https://www.crunchbase.com/organization/influanza,Seed,"Berlin, Berlin, Germany, Europe",65000,EUR,75917,2018-07-01,Seed,,,,Yes,Influanza is a marketplace that connects video creators with marketers who want to sponsor their content.,"Advertising, Marketing, Marketplace, Small and Medium Businesses, Social Media",,https://www.influanza.com,Less than $1M,150975,USD,150975,Seed,3,,,,,"398,908"
Convertible Note - jobpal,https://www.crunchbase.com/funding_round/job-pal-convertible-note--b2447253,jobpal,https://www.crunchbase.com/organization/job-pal,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2018-12-15,,,,,No,jobpal build custom chatbots that facilitate the engagement between companies and candidates.,"Artificial Intelligence (AI), Chatbot, Human Resources, Information Technology, Mobile, Natural Language Processing, Recruiting, Software",,https://jobpal.ai,$1M to $10M,2500000,EUR,2733875,M&A,2,,Unifier Ventures,1,1,"399,485"
Seed Round - Dandelin,https://www.crunchbase.com/funding_round/dandelin-seed--5b85ffb1,Dandelin,https://www.crunchbase.com/organization/dandelin,Seed,"Berlin, Berlin, Germany, Europe",100000,USD,100000,2018-07-05,Seed,3000000,USD,3000000,Yes,Dandelin is a fintech company that provides telemedicine and health care services.,"FinTech, Health Care, Health Insurance, InsurTech, Personal Health",,http://www.dandelin.io,,100000,USD,100000,Seed,1,,,,,"635,027"
Seed Round - KoRo,https://www.crunchbase.com/funding_round/koro-seed--c2e342d7,KoRo,https://www.crunchbase.com/organization/koro,Seed,"Berlin, Berlin, Germany, Europe",200000,EUR,240215,2018-01-01,Seed,,,,Yes,KoRo is a food and beverage company that offers a range of products from natural foods to clean-label snacks and functional foods.,"Food and Beverage, Food Processing, Retail, Snack Food",,https://www.korodrogerie.de,$100M to $500M,126968190,USD,126968190,Late Stage Venture,8,,,,,"635,531"
